TRAV_ID	ACT_TYPE	LINK	DES_ARR_TIME	NOTES
697	h	2000	28800	
698	h	500	0	
698	h	1900	28800	
699	h	100	0	
699	h	2000	28800	
700	h	500	0	
700	h	2000	28800	
701	h	500	0	
701	h	2000	81766	
702	h	300	0	
702	h	2000	56822	
703	h	200	0	
703	h	2000	28800	
704	h	400	0	
704	h	2000	38880	
705	h	100	0	
705	h	2000	28800	
706	h	300	0	
706	h	1900	17314	
707	h	500	0	
707	h	1900	28800	
708	h	400	0	
708	h	1900	18516	
709	h	300	0	
709	h	1900	28800	
710	h	500	0	
710	h	2000	28800	
711	h	200	0	
711	h	2000	28800	
712	h	200	0	
712	h	2000	28800	
713	h	200	0	
713	h	2000	22358	
714	h	100	0	
714	h	1900	40143	
715	h	500	0	
715	h	2000	28800	
716	h	200	0	
716	h	2000	28800	
717	h	400	0	
717	h	1900	33843	
718	h	500	0	
718	h	1900	38306	
719	h	400	0	
719	h	1900	74158	
720	h	200	0	
720	h	2000	28256	
721	h	100	0	
721	h	1900	28800	
722	h	300	0	
722	h	1900	28800	
723	h	200	0	
723	h	2000	55644	
724	h	200	0	
724	h	2000	65568	
725	h	300	0	
725	h	1900	680	
726	h	400	0	
726	h	1900	28800	
727	h	200	0	
727	h	1900	40225	
728	h	500	0	
728	h	2000	19732	
729	h	200	0	
729	h	2000	21765	
730	h	300	0	
730	h	2000	51591	
731	h	200	0	
731	h	1900	54703	
732	h	200	0	
732	h	2000	11096	
733	h	200	0	
733	h	1900	28800	
734	h	500	0	
734	h	2000	28800	
735	h	200	0	
735	h	2000	28800	
736	h	400	0	
736	h	2000	28800	
737	h	300	0	
737	h	1900	73524	
738	h	200	0	
738	h	2000	72418	
739	h	100	0	
739	h	2000	28800	
740	h	100	0	
740	h	1900	28800	
741	h	500	0	
741	h	2000	28800	
742	h	300	0	
742	h	1900	28121	
743	h	100	0	
743	h	1900	28800	
744	h	500	0	
744	h	1900	41103	
745	h	300	0	
745	h	1900	78112	
746	h	500	0	
746	h	2000	22166	
747	h	100	0	
747	h	1900	48239	
748	h	400	0	
748	h	1900	70776	
749	h	200	0	
749	h	2000	28800	
750	h	100	0	
750	h	2000	28800	
751	h	200	0	
751	h	1900	36720	
752	h	300	0	
752	h	1900	28800	
753	h	300	0	
753	h	2000	22194	
754	h	400	0	
754	h	1900	28800	
755	h	200	0	
755	h	2000	42794	
756	h	300	0	
756	h	2000	28800	
757	h	300	0	
757	h	1900	28800	
758	h	400	0	
758	h	2000	28800	
759	h	200	0	
759	h	1900	28800	
760	h	300	0	
760	h	1900	28800	
761	h	500	0	
761	h	1900	28800	
762	h	400	0	
762	h	1900	51319	
763	h	200	0	
763	h	1900	29134	
764	h	200	0	
764	h	2000	43077	
765	h	300	0	
765	h	1900	28800	
766	h	200	0	
766	h	2000	82589	
767	h	500	0	
767	h	1900	64743	
768	h	300	0	
768	h	1900	28800	
769	h	200	0	
769	h	1900	703	
770	h	200	0	
770	h	1900	28800	
771	h	300	0	
771	h	1900	28800	
772	h	300	0	
772	h	2000	18852	
773	h	100	0	
773	h	2000	28800	
774	h	400	0	
774	h	2000	65206	
775	h	500	0	
775	h	1900	56392	
776	h	100	0	
776	h	2000	57029	
777	h	200	0	
777	h	2000	9182	
778	h	400	0	
778	h	1900	77748	
779	h	200	0	
779	h	2000	28800	
780	h	500	0	
780	h	1900	16038	
781	h	400	0	
781	h	2000	63736	
782	h	400	0	
782	h	1900	28800	
783	h	100	0	
783	h	2000	71677	
784	h	200	0	
784	h	2000	30711	
785	h	100	0	
785	h	1900	66260	
786	h	500	0	
786	h	2000	28800	
787	h	500	0	
787	h	1900	827	
788	h	100	0	
788	h	1900	23647	
789	h	300	0	
789	h	2000	28800	
790	h	500	0	
790	h	2000	82800	
791	h	200	0	
791	h	1900	46922	
792	h	400	0	
792	h	2000	81844	
793	h	500	0	
793	h	1900	28800	
794	h	500	0	
794	h	2000	48779	
795	h	200	0	
795	h	1900	66496	
796	h	400	0	
796	h	2000	28800	
797	h	400	0	
797	h	1900	28800	
798	h	500	0	
798	h	1900	17653	
799	h	400	0	
799	h	2000	28800	
800	h	200	0	
800	h	1900	77937	
801	h	200	0	
801	h	1900	10065	
802	h	400	0	
802	h	1900	67012	
803	h	200	0	
803	h	1900	81219	
804	h	500	0	
804	h	1900	54013	
805	h	400	0	
805	h	1900	45653	
806	h	400	0	
806	h	1900	64913	
807	h	300	0	
807	h	2000	28800	
808	h	100	0	
808	h	1900	53946	
809	h	400	0	
809	h	1900	28800	
810	h	500	0	
810	h	1900	56430	
811	h	500	0	
811	h	1900	28800	
812	h	500	0	
812	h	1900	55076	
813	h	200	0	
813	h	2000	28800	
814	h	400	0	
814	h	1900	28800	
815	h	100	0	
815	h	2000	28800	
816	h	100	0	
816	h	1900	32628	
817	h	300	0	
817	h	1900	28800	
818	h	100	0	
818	h	2000	28800	
819	h	400	0	
819	h	2000	28800	
820	h	200	0	
820	h	1900	28800	
821	h	300	0	
821	h	1900	82800	
822	h	500	0	
822	h	2000	75589	
823	h	100	0	
823	h	1900	69241	
824	h	300	0	
824	h	2000	28800	
825	h	400	0	
825	h	2000	28800	
826	h	300	0	
826	h	2000	28800	
827	h	500	0	
827	h	1900	28800	
828	h	300	0	
828	h	2000	9150	
829	h	300	0	
829	h	2000	28800	
830	h	200	0	
830	h	2000	28800	
831	h	500	0	
831	h	2000	28800	
832	h	500	0	
832	h	2000	16404	
833	h	300	0	
833	h	1900	10635	
834	h	500	0	
834	h	2000	28800	
835	h	300	0	
835	h	1900	28800	
836	h	100	0	
836	h	2000	28800	
837	h	100	0	
837	h	2000	53797	
838	h	300	0	
838	h	1900	82800	
839	h	300	0	
839	h	1900	28800	
840	h	500	0	
840	h	1900	28800	
841	h	500	0	
841	h	2000	28800	
842	h	100	0	
842	h	1900	46586	
843	h	300	0	
843	h	2000	28800	
844	h	400	0	
844	h	2000	61037	
845	h	400	0	
845	h	1900	53722	
846	h	300	0	
846	h	1900	26597	
847	h	300	0	
847	h	1900	22576	
848	h	400	0	
848	h	1900	28800	
849	h	100	0	
849	h	2000	68776	
850	h	400	0	
850	h	2000	28800	
851	h	100	0	
851	h	2000	41885	
852	h	100	0	
852	h	2000	28752	
853	h	500	0	
853	h	2000	66684	
854	h	200	0	
854	h	1900	76529	
855	h	200	0	
855	h	1900	53714	
856	h	200	0	
856	h	2000	28800	
857	h	400	0	
857	h	1900	41625	
858	h	300	0	
858	h	2000	69042	
859	h	300	0	
859	h	2000	21371	
860	h	100	0	
860	h	2000	28800	
861	h	100	0	
861	h	2000	18213	
862	h	100	0	
862	h	1900	28800	
863	h	100	0	
863	h	2000	28800	
864	h	500	0	
864	h	2000	28800	
865	h	400	0	
865	h	1900	10443	
866	h	100	0	
866	h	1900	82800	
867	h	400	0	
867	h	1900	28800	
868	h	300	0	
868	h	2000	75098	
869	h	500	0	
869	h	1900	28800	
870	h	100	0	
870	h	1900	79474	
871	h	400	0	
871	h	1900	82800	
872	h	200	0	
872	h	2000	31411	
873	h	300	0	
873	h	2000	28800	
874	h	300	0	
874	h	1900	72412	
875	h	100	0	
875	h	1900	28800	
876	h	200	0	
876	h	2000	51232	
877	h	400	0	
877	h	2000	34827	
878	h	100	0	
878	h	1900	28800	
879	h	100	0	
879	h	2000	28800	
880	h	300	0	
880	h	2000	28800	
881	h	400	0	
881	h	2000	82800	
882	h	300	0	
882	h	2000	53818	
883	h	500	0	
883	h	2000	3550	
884	h	400	0	
884	h	2000	61117	
885	h	100	0	
885	h	2000	44641	
886	h	100	0	
886	h	2000	52399	
887	h	500	0	
887	h	2000	45954	
888	h	300	0	
888	h	2000	81440	
889	h	100	0	
889	h	2000	8774	
890	h	500	0	
890	h	2000	28800	
891	h	300	0	
891	h	1900	28800	
892	h	400	0	
892	h	1900	31276	
893	h	300	0	
893	h	1900	28800	
894	h	200	0	
894	h	2000	28800	
895	h	100	0	
895	h	1900	28800	
896	h	500	0	
896	h	1900	28800	
897	h	100	0	
897	h	2000	69597	
898	h	100	0	
898	h	1900	23020	
899	h	500	0	
899	h	1900	28800	
900	h	500	0	
900	h	2000	4163	
901	h	500	0	
901	h	1900	7168	
902	h	200	0	
902	h	1900	25240	
903	h	100	0	
903	h	2000	14978	
904	h	300	0	
904	h	2000	28800	
905	h	100	0	
905	h	1900	28800	
906	h	200	0	
906	h	2000	19793	
907	h	200	0	
907	h	2000	28800	
908	h	400	0	
908	h	2000	34455	
909	h	200	0	
909	h	2000	28800	
910	h	300	0	
910	h	2000	76428	
911	h	300	0	
911	h	2000	8745	
912	h	400	0	
912	h	1900	3590	
913	h	500	0	
913	h	2000	35811	
914	h	100	0	
914	h	1900	28800	
915	h	200	0	
915	h	1900	75081	
916	h	400	0	
916	h	1900	45287	
917	h	400	0	
917	h	2000	28800	
918	h	500	0	
918	h	2000	28800	
919	h	300	0	
919	h	2000	28800	
920	h	400	0	
920	h	2000	21797	
921	h	300	0	
921	h	1900	65127	
922	h	100	0	
922	h	1900	28800	
923	h	400	0	
923	h	2000	40511	
924	h	200	0	
924	h	2000	22071	
925	h	200	0	
925	h	2000	59951	
926	h	200	0	
926	h	1900	45536	
927	h	400	0	
927	h	2000	28800	
928	h	100	0	
928	h	1900	30444	
929	h	400	0	
929	h	1900	28800	
930	h	300	0	
930	h	2000	15391	
931	h	100	0	
931	h	2000	28800	
932	h	200	0	
932	h	2000	9134	
933	h	300	0	
933	h	2000	44340	
934	h	200	0	
934	h	1900	28800	
935	h	200	0	
935	h	1900	76847	
936	h	100	0	
936	h	2000	19157	
937	h	300	0	
937	h	1900	27138	
938	h	200	0	
938	h	2000	73286	
939	h	100	0	
939	h	2000	3756	
940	h	400	0	
940	h	2000	28800	
941	h	100	0	
941	h	1900	36402	
942	h	200	0	
942	h	1900	49255	
943	h	200	0	
943	h	2000	38749	
944	h	500	0	
944	h	1900	28800	
945	h	500	0	
945	h	1900	28800	
946	h	500	0	
946	h	1900	28800	
947	h	500	0	
947	h	2000	28800	
948	h	200	0	
948	h	1900	28800	
949	h	500	0	
949	h	2000	32630	
950	h	100	0	
950	h	2000	28800	
951	h	100	0	
951	h	1900	28800	
952	h	200	0	
952	h	1900	1744	
953	h	300	0	
953	h	1900	63935	
954	h	200	0	
954	h	2000	51035	
955	h	400	0	
955	h	2000	71511	
956	h	300	0	
956	h	2000	74198	
957	h	200	0	
957	h	1900	31252	
958	h	400	0	
958	h	2000	43387	
959	h	200	0	
959	h	2000	23892	
960	h	100	0	
960	h	1900	28800	
961	h	400	0	
961	h	2000	23445	
962	h	400	0	
962	h	1900	3638	
963	h	300	0	
963	h	1900	28201	
964	h	100	0	
964	h	1900	79375	
965	h	400	0	
965	h	1900	28800	
966	h	200	0	
966	h	1900	28800	
967	h	500	0	
967	h	1900	28800	
968	h	100	0	
968	h	2000	31545	
969	h	200	0	
969	h	1900	42450	
970	h	500	0	
970	h	2000	37756	
971	h	400	0	
971	h	1900	28800	
972	h	200	0	
972	h	1900	28800	
973	h	100	0	
973	h	1900	82348	
974	h	200	0	
974	h	1900	53425	
975	h	200	0	
975	h	2000	28800	
976	h	400	0	
976	h	2000	28800	
977	h	400	0	
977	h	1900	28800	
978	h	200	0	
978	h	2000	28800	
979	h	100	0	
979	h	1900	28800	
980	h	500	0	
980	h	1900	28800	
981	h	100	0	
981	h	1900	66497	
982	h	500	0	
982	h	1900	27425	
983	h	400	0	
983	h	1900	28800	
984	h	100	0	
984	h	2000	29493	
985	h	400	0	
985	h	2000	28800	
986	h	400	0	
986	h	1900	28800	
987	h	200	0	
987	h	2000	49322	
988	h	300	0	
988	h	1900	40041	
989	h	100	0	
989	h	2000	60705	
990	h	500	0	
990	h	2000	28800	
991	h	300	0	
991	h	1900	28800	
992	h	400	0	
992	h	1900	14416	
993	h	400	0	
993	h	2000	28800	
994	h	400	0	
994	h	1900	43003	
995	h	100	0	
995	h	2000	82800	
996	h	400	0	
996	h	2000	28800	
997	h	400	0	
997	h	1900	61868	
998	h	500	0	
998	h	2000	28800	
999	h	300	0	
999	h	1900	60168	
1000	h	300	0	
1000	h	2000	44462	
